marca_std,subcategoria,faixa_preco,ciclo_idx,cod_ciclo,valor
O Boticário,Sabonete Líquido,P6,15,202416,94356.31
O Boticário,Sabonete Líquido,P6,16,202417,149282.86000000002
O Boticário,Sabonete Líquido,P6,17,202501,50039.950000000004
O Boticário,Sabonete Líquido,P6,18,202502,59792.93
O Boticário,Sabonete Líquido,P6,19,202503,54734.39
O Boticário,Sabonete Líquido,P6,20,202504,77941.4
O Boticário,Sabonete Líquido,P6,21,202505,81347.14
O Boticário,Sabonete Líquido,P6,22,202506,92736.47
O Boticário,Sabonete Líquido,P6,23,202507,38779.26
O Boticário,Sabonete Líquido,P6,24,202508,79234.79000000001
O Boticário,Sabonete Líquido,P6,25,202509,52917.380000000005
O Boticário,Sabonete Líquido,P6,26,202510,68662.75
O Boticário,Sabonete Líquido,P6,27,202511,74376.27
O Boticário,Sabonete Líquido,P6,28,202512,37834.200000000004
O Boticário,Sabonete Líquido,P6,29,202513,51109.16
O Boticário,Sabonete Líquido,P6,30,202514,85500.93000000001
O Boticário,Sabonete Líquido,P6,31,202515,121024.56
O Boticário,Sabonete Líquido,P6,32,202516,81111.18000000001
O Boticário,Sabonete Líquido,P6,33,202517,107065.64
O Boticário,Sabonete Líquido,P6,34,202601,40481.97
O Boticário,Sabonete Líquido,P6,35,202602,41537.33
O Boticário,Sabonete Líquido,P6,36,202603,44336.5
O Boticário,Sabonete Líquido,P6,37,202604,44338.380000000005
O Boticário,Sabonete Líquido,P6,38,202605,50586.16
O Boticário,Sabonete Líquido,P6,39,202606,120295.1
O Boticário,Sabonete Líquido,P6,40,202607,64331.990000000005
O Boticário,Sabonete Líquido,P6,41,202608,115845.29000000001
O Boticário,Sabonete Líquido,P6,42,202609,45168.880000000005
O Boticário,Shampoo,P3,0,202401,14290.380000000001
O Boticário,Shampoo,P3,1,202402,21152.69
O Boticário,Shampoo,P3,2,202403,22231.04
O Boticário,Shampoo,P3,3,202404,26398.4
O Boticário,Shampoo,P3,4,202405,27308.97
O Boticário,Shampoo,P3,5,202406,36962.270000000004
O Boticário,Shampoo,P3,6,202407,21113.9
O Boticário,Shampoo,P3,7,202408,29331.62
O Boticário,Shampoo,P3,8,202409,15359.9
O Boticário,Shampoo,P3,9,202410,25316.71
O Boticário,Shampoo,P3,10,202411,24335.07
O Boticário,Shampoo,P3,11,202412,12908.82
O Boticário,Shampoo,P3,12,202413,20494.34
O Boticário,Shampoo,P3,13,202414,20866.99
O Boticário,Shampoo,P3,14,202415,29771.18
O Boticário,Shampoo,P3,15,202416,23649.58
O Boticário,Shampoo,P3,16,202417,43328.92
O Boticário,Shampoo,P3,17,202501,13890.47
O Boticário,Shampoo,P3,18,202502,11254.4
O Boticário,Shampoo,P3,19,202503,16728.21
O Boticário,Shampoo,P3,20,202504,24916.04
O Boticário,Shampoo,P3,21,202505,22849.39
O Boticário,Shampoo,P3,22,202506,31975.38
O Boticário,Shampoo,P3,23,202507,10164.57
O Boticário,Shampoo,P3,24,202508,19480.46
O Boticário,Shampoo,P3,25,202509,15102.89
O Boticário,Shampoo,P3,26,202510,16098.75
O Boticário,Shampoo,P3,27,202511,24618.48
O Boticário,Shampoo,P3,28,202512,12655.04
O Boticário,Shampoo,P3,29,202513,15938.720000000001
O Boticário,Shampoo,P3,30,202514,20747.34
O Boticário,Shampoo,P3,31,202515,31752.16
O Boticário,Shampoo,P3,32,202516,21746.15
O Boticário,Shampoo,P3,33,202517,30855.75
O Boticário,Shampoo,P3,34,202601,10409.210000000001
O Boticário,Shampoo,P3,35,202602,9150.81
O Boticário,Shampoo,P3,36,202603,12316.7
O Boticário,Shampoo,P3,37,202604,11491.61
O Boticário,Shampoo,P3,38,202605,19210.49
O Boticário,Shampoo,P3,39,202606,22690.32
O Boticário,Shampoo,P3,40,202607,12010.25
O Boticário,Shampoo,P3,41,202608,22675.22
O Boticário,Shampoo,P3,42,202609,14415.44
O Boticário,Shampoo,P4,0,202401,22604.79
O Boticário,Shampoo,P4,1,202402,31171.52
O Boticário,Shampoo,P4,2,202403,38947.02
O Boticário,Shampoo,P4,3,202404,39261.14
O Boticário,Shampoo,P4,4,202405,40609.94
O Boticário,Shampoo,P4,5,202406,49575.57
O Boticário,Shampoo,P4,6,202407,29907.04
O Boticário,Shampoo,P4,7,202408,41895.43
O Boticário,Shampoo,P4,8,202409,25366.36
O Boticário,Shampoo,P4,9,202410,34980.61
O Boticário,Shampoo,P4,10,202411,39057.83
O Boticário,Shampoo,P4,11,202412,24220.899999999998
O Boticário,Shampoo,P4,12,202413,29285.41
O Boticário,Shampoo,P4,13,202414,31630.06
O Boticário,Shampoo,P4,14,202415,46033.51
O Boticário,Shampoo,P4,15,202416,43116.99
O Boticário,Shampoo,P4,16,202417,60161.61
O Boticário,Shampoo,P4,17,202501,13106.1
O Boticário,Shampoo,P4,18,202502,24910.82
O Boticário,Shampoo,P4,19,202503,19406.829999999998
O Boticário,Shampoo,P4,20,202504,26899.82
O Boticário,Shampoo,P4,21,202505,33478.45
O Boticário,Shampoo,P4,22,202506,38011.59
O Boticário,Shampoo,P5,0,202401,78524.40000000001
O Boticário,Shampoo,P5,1,202402,105565.13
O Boticário,Shampoo,P5,2,202403,116802.26
O Boticário,Shampoo,P5,3,202404,137604.6
O Boticário,Shampoo,P5,4,202405,113878.49
O Boticário,Shampoo,P5,5,202406,175050.52
O Boticário,Shampoo,P5,6,202407,97288.95
O Boticário,Shampoo,P5,7,202408,148519.11000000002
O Boticário,Shampoo,P5,8,202409,69066.06
O Boticário,Shampoo,P5,9,202410,99938.52
O Boticário,Shampoo,P5,10,202411,120733.99
O Boticário,Shampoo,P5,11,202412,78602.85
O Boticário,Shampoo,P5,12,202413,112523.22
O Boticário,Shampoo,P5,13,202414,91584.69
O Boticário,Shampoo,P5,14,202415,135819.28
O Boticário,Shampoo,P5,15,202416,121899.92
O Boticário,Shampoo,P5,16,202417,182007.15
O Boticário,Shampoo,P5,17,202501,57416.03
O Boticário,Shampoo,P5,18,202502,76112.22
O Boticário,Shampoo,P5,19,202503,63756.92
O Boticário,Shampoo,P5,20,202504,100157.94
O Boticário,Shampoo,P5,21,202505,110717.75
O Boticário,Shampoo,P5,22,202506,123884.94
O Boticário,Shampoo,P5,23,202507,47764.240000000005
O Boticário,Shampoo,P5,24,202508,107928.58
O Boticário,Shampoo,P5,25,202509,53106.6
O Boticário,Shampoo,P5,26,202510,63811.57
O Boticário,Shampoo,P5,27,202511,109419.67
O Boticário,Shampoo,P5,28,202512,45858.1
O Boticário,Shampoo,P5,29,202513,79247.95
O Boticário,Shampoo,P5,30,202514,85687.54000000001
O Boticário,Shampoo,P5,31,202515,141737.86000000002
O Boticário,Shampoo,P5,32,202516,80512.94
O Boticário,Shampoo,P5,33,202517,139685.76
O Boticário,Shampoo,P5,34,202601,47727.880000000005
O Boticário,Shampoo,P5,35,202602,58672.26
O Boticário,Shampoo,P5,36,202603,69908.26
O Boticário,Shampoo,P5,37,202604,52541.64
O Boticário,Shampoo,P5,38,202605,77646.64
O Boticário,Shampoo,P5,39,202606,146504.03
O Boticário,Shampoo,P5,40,202607,63812.520000000004
O Boticário,Shampoo,P5,41,202608,97369.98
O Boticário,Shampoo,P5,42,202609,77768.83
O Boticário,Shampoo,P6,0,202401,52188.05
O Boticário,Shampoo,P6,1,202402,77887.62
O Boticário,Shampoo,P6,2,202403,103293.69
O Boticário,Shampoo,P6,3,202404,102055.1
O Boticário,Shampoo,P6,4,202405,102196.15
O Boticário,Shampoo,P6,5,202406,151318.95
O Boticário,Shampoo,P6,6,202407,81781.33
O Boticário,Shampoo,P6,7,202408,138276.14
O Boticário,Shampoo,P6,8,202409,55622.659999999996
O Boticário,Shampoo,P6,9,202410,74046.02
O Boticário,Shampoo,P6,10,202411,93803.22
O Boticário,Shampoo,P6,11,202412,53942.1
O Boticário,Shampoo,P6,12,202413,71943.33
O Boticário,Shampoo,P6,13,202414,62591.72
O Boticário,Shampoo,P6,14,202415,100436.73
O Boticário,Shampoo,P6,15,202416,77870.43
O Boticário,Shampoo,P6,16,202417,148633.76
O Boticário,Shampoo,P6,17,202501,51081.56
O Boticário,Shampoo,P6,18,202502,43598.62
O Boticário,Shampoo,P6,19,202503,53672.89
O Boticário,Shampoo,P6,20,202504,80146.87
O Boticário,Shampoo,P6,21,202505,76757.56999999999
O Boticário,Shampoo,P6,22,202506,92955.28
O Boticário,Shampoo,P6,23,202507,25850.94
O Boticário,Shampoo,P6,24,202508,67209.51
O Boticário,Shampoo,P6,25,202509,39446.99
O Boticário,Shampoo,P6,26,202510,63881.78
O Boticário,Shampoo,P6,27,202511,82172.45
O Boticário,Shampoo,P6,28,202512,36553.29
O Boticário,Shampoo,P6,29,202513,54817.45
O Boticário,Shampoo,P6,30,202514,68735.67
O Boticário,Shampoo,P6,31,202515,107521.59
O Boticário,Shampoo,P6,32,202516,92680.37
O Boticário,Shampoo,P6,33,202517,102923.88
O Boticário,Shampoo,P6,34,202601,39728.45
O Boticário,Shampoo,P6,35,202602,42721.36
O Boticário,Shampoo,P6,36,202603,44201.74
O Boticário,Shampoo,P6,37,202604,54807.52
O Boticário,Shampoo,P6,38,202605,52698.14
O Boticário,Shampoo,P6,39,202606,89986.81
O Boticário,Shampoo,P6,40,202607,39927.81
O Boticário,Shampoo,P6,41,202608,84740.24
O Boticário,Shampoo,P6,42,202609,61959.09
O Boticário,Sérum,P4,0,202401,38937.27
O Boticário,Sérum,P4,1,202402,42020.99
O Boticário,Sérum,P4,2,202403,42117.1
O Boticário,Sérum,P4,3,202404,47188.38
O Boticário,Sérum,P4,4,202405,55283.88
O Boticário,Sérum,P4,5,202406,66407.74
O Boticário,Sérum,P4,6,202407,29121.7
O Boticário,Sérum,P4,7,202408,61350.409999999996
O Boticário,Sérum,P4,8,202409,24307.85
O Boticário,Sérum,P4,9,202410,31744.75
O Boticário,Sérum,P4,10,202411,53494.19
O Boticário,Sérum,P4,11,202412,27633.13
O Boticário,Sérum,P4,12,202413,26288.89
O Boticário,Sérum,P4,13,202414,26410.82
O Boticário,Sérum,P4,14,202415,57089.56
O Boticário,Sérum,P4,15,202416,38961.27
O Boticário,Sérum,P4,16,202417,62972.76
O Boticário,Sérum,P4,17,202501,20999.07
O Boticário,Sérum,P4,18,202502,24721.26
O Boticário,Sérum,P4,19,202503,26860.85
O Boticário,Sérum,P4,20,202504,32700.25
O Boticário,Sérum,P4,21,202505,36982.08
O Boticário,Sérum,P4,22,202506,43440.9
O Boticário,Sérum,P4,23,202507,20426.41
O Boticário,Sérum,P4,24,202508,32796.08
O Boticário,Sérum,P4,25,202509,24682.61
O Boticário,Sérum,P4,26,202510,21062.75
O Boticário,Sérum,P4,27,202511,37424.81
O Boticário,Sérum,P4,28,202512,21851.83
O Boticário,Sérum,P4,29,202513,24533.72
O Boticário,Sérum,P4,30,202514,33105.22
O Boticário,Sérum,P4,31,202515,42644.0
O Boticário,Sérum,P4,32,202516,31008.03
O Boticário,Sérum,P4,33,202517,40960.52
O Boticário,Sérum,P4,34,202601,17975.69
O Boticário,Sérum,P4,35,202602,23169.73
O Boticário,Sérum,P4,36,202603,24447.85
O Boticário,Sérum,P4,37,202604,19167.51
O Boticário,Sérum,P4,38,202605,31959.41
O Boticário,Sérum,P4,39,202606,38951.59
O Boticário,Sérum,P4,40,202607,19237.77
O Boticário,Sérum,P4,41,202608,41879.659999999996
O Boticário,Sérum,P4,42,202609,21632.45
O Boticário,Óleo Corporal,P2,0,202401,14677.61
O Boticário,Óleo Corporal,P2,1,202402,13111.25
O Boticário,Óleo Corporal,P2,2,202403,20657.11
O Boticário,Óleo Corporal,P2,3,202404,20898.8
O Boticário,Óleo Corporal,P2,4,202405,20033.09
O Boticário,Óleo Corporal,P2,5,202406,26936.37
O Boticário,Óleo Corporal,P2,6,202407,13374.17
O Boticário,Óleo Corporal,P2,7,202408,24323.86
O Boticário,Óleo Corporal,P2,8,202409,12540.32
O Boticário,Óleo Corporal,P2,9,202410,15500.57
O Boticário,Óleo Corporal,P2,10,202411,18116.739999999998
O Boticário,Óleo Corporal,P2,11,202412,11179.3
O Boticário,Óleo Corporal,P2,12,202413,16469.489999999998
O Boticário,Óleo Corporal,P2,13,202414,13771.55
O Boticário,Óleo Corporal,P2,14,202415,22382.19
O Boticário,Óleo Corporal,P2,15,202416,20418.98
O Boticário,Óleo Corporal,P2,16,202417,28228.18
O Boticário,Óleo Corporal,P2,17,202501,9620.76
O Boticário,Óleo Corporal,P2,18,202502,11215.91
O Boticário,Óleo Corporal,P2,19,202503,10742.58
O Boticário,Óleo Corporal,P2,20,202504,14094.85
O Boticário,Óleo Corporal,P2,21,202505,17427.66
O Boticário,Óleo Corporal,P2,22,202506,20600.09
O Boticário,Óleo Corporal,P2,23,202507,10936.03
O Boticário,Óleo Corporal,P2,24,202508,18547.75
O Boticário,Óleo Corporal,P2,25,202509,9775.83
O Boticário,Óleo Corporal,P2,26,202510,9746.619999999999
O Boticário,Óleo Corporal,P2,27,202511,16327.07
O Boticário,Óleo Corporal,P2,28,202512,8543.02
O Boticário,Óleo Corporal,P2,29,202513,12401.24
O Boticário,Óleo Corporal,P2,30,202514,14680.15
O Boticário,Óleo Corporal,P2,31,202515,19475.59
O Boticário,Óleo Corporal,P2,32,202516,16931.31
O Boticário,Óleo Corporal,P2,33,202517,21867.02
O Boticário,Óleo Corporal,P2,34,202601,8092.91
O Boticário,Óleo Corporal,P2,35,202602,7542.17
O Boticário,Óleo Corporal,P2,36,202603,12727.44
O Boticário,Óleo Corporal,P2,37,202604,11116.01
O Boticário,Óleo Corporal,P2,38,202605,10250.57
O Boticário,Óleo Corporal,P2,39,202606,21639.55
O Boticário,Óleo Corporal,P2,40,202607,9040.34
O Boticário,Óleo Corporal,P2,41,202608,17680.37
O Boticário,Óleo Corporal,P2,42,202609,10936.96
O Boticário,Óleo Corporal,P4,0,202401,26717.3
O Boticário,Óleo Corporal,P4,1,202402,25719.780000000002
O Boticário,Óleo Corporal,P4,2,202403,33708.38
O Boticário,Óleo Corporal,P4,3,202404,33762.4
O Boticário,Óleo Corporal,P4,4,202405,38458.3
O Boticário,Óleo Corporal,P4,5,202406,50515.89
O Boticário,Óleo Corporal,P4,6,202407,22167.48
O Boticário,Óleo Corporal,P4,7,202408,39541.2
O Boticário,Óleo Corporal,P4,8,202409,26867.36
O Boticário,Óleo Corporal,P4,9,202410,32218.98
O Boticário,Óleo Corporal,P4,10,202411,32786.37
O Boticário,Óleo Corporal,P4,11,202412,20050.1
O Boticário,Óleo Corporal,P4,12,202413,26236.59
O Boticário,Óleo Corporal,P4,13,202414,30861.3
O Boticário,Óleo Corporal,P4,14,202415,42461.3
O Boticário,Óleo Corporal,P4,15,202416,35186.48
O Boticário,Óleo Corporal,P4,16,202417,51487.53
O Boticário,Óleo Corporal,P4,17,202501,17312.45
O Boticário,Óleo Corporal,P4,18,202502,19710.43
O Boticário,Óleo Corporal,P4,19,202503,19790.920000000002
O Boticário,Óleo Corporal,P4,20,202504,23199.420000000002
O Boticário,Óleo Corporal,P4,21,202505,29407.58
O Boticário,Óleo Corporal,P4,22,202506,38764.42
O Boticário,Óleo Corporal,P4,23,202507,12559.130000000001
O Boticário,Óleo Corporal,P4,24,202508,38555.79
O Boticário,Óleo Corporal,P4,25,202509,16167.18
O Boticário,Óleo Corporal,P4,26,202510,16778.06
O Boticário,Óleo Corporal,P4,27,202511,30337.420000000002
O Boticário,Óleo Corporal,P4,28,202512,13529.85
O Boticário,Óleo Corporal,P4,29,202513,17988.14
O Boticário,Óleo Corporal,P4,30,202514,25473.19
O Boticário,Óleo Corporal,P4,31,202515,38142.32
O Boticário,Óleo Corporal,P4,32,202516,25379.84
O Boticário,Óleo Corporal,P4,33,202517,42549.88
O Boticário,Óleo Corporal,P4,34,202601,16876.55
O Boticário,Óleo Corporal,P4,35,202602,14966.34
O Boticário,Óleo Corporal,P4,36,202603,17778.47
O Boticário,Óleo Corporal,P4,37,202604,18843.3
O Boticário,Óleo Corporal,P4,38,202605,29266.38
O Boticário,Óleo Corporal,P4,39,202606,32952.95
O Boticário,Óleo Corporal,P4,40,202607,18452.25
O Boticário,Óleo Corporal,P4,41,202608,28708.58
O Boticário,Óleo Corporal,P4,42,202609,20221.94
O Boticário,Óleo Corporal,P5,0,202401,51691.79
O Boticário,Óleo Corporal,P5,1,202402,50637.99
O Boticário,Óleo Corporal,P5,2,202403,63914.54
O Boticário,Óleo Corporal,P5,3,202404,72420.42
O Boticário,Óleo Corporal,P5,4,202405,79605.68000000001
O Boticário,Óleo Corporal,P5,5,202406,97726.33
O Boticário,Óleo Corporal,P5,6,202407,44384.33
O Boticário,Óleo Corporal,P5,7,202408,76213.81
